layer,sample_idx,mse
block_15,0,0.047721900045871735
block_16,0,0.055764827877283096
block_17,0,0.06418436020612717
block_18,0,0.07468946278095245
block_19,0,0.08517265319824219
block_20,0,0.09511055052280426
block_21,0,0.10509424656629562
block_22,0,0.11746583133935928
block_23,0,0.1301645189523697
block_24,0,0.14468957483768463
block_25,0,0.15988920629024506
block_26,0,0.18343019485473633
block_27,0,0.20715342462062836
block_28,0,0.235620379447937
block_29,0,0.2737880051136017
block_30,0,2.7249958515167236
block_31,0,2.3597121238708496
